order_id,customer_id,product_id,quantity,order_date
3584,464,132,5,2026-03-11
3585,740,295,3,2025-12-27
3586,432,298,2,2025-01-11
3587,858,38,5,2025-10-22
3588,50,212,5,2025-04-27
3589,248,346,5,2024-08-25
3590,739,345,3,2025-12-20
3591,792,2,4,2024-11-09
3592,909,482,5,2024-10-09
3593,168,425,1,2024-08-25
3594,411,9,2,2024-08-04
3595,513,251,3,2024-08-19
3596,740,142,3,2026-04-13
3597,451,192,3,2024-09-04
3598,867,312,2,2026-06-22
3599,910,256,3,2025-10-14
3600,775,419,3,2024-09-29
3601,911,15,3,2024-12-22
3602,856,431,5,2025-11-02
3603,915,403,1,2024-11-30
3604,870,161,2,2025-09-21
3605,168,361,1,2026-06-05
3606,944,315,3,2026-04-06
3607,18,13,3,2026-04-13
3608,796,158,4,2025-09-17
3609,594,391,2,2025-11-02
3610,813,232,2,2025-01-08
3611,843,40,2,2026-03-12
3612,893,440,5,2026-01-23
3613,397,429,3,2024-10-10
3614,106,331,2,2025-09-26
3615,259,21,1,2024-10-27
3616,71,427,3,2025-05-17
3617,211,325,2,2025-05-03
3618,175,300,1,2025-07-22
3619,821,63,5,2025-07-06
3620,988,184,4,2025-04-05
3621,213,84,1,2026-02-20
3622,232,479,3,2026-03-16
3623,541,358,5,2025-09-02
3624,725,331,1,2024-10-31
3625,660,184,1,2026-06-03
3626,836,133,4,2026-03-30
3627,725,156,1,2025-11-15
3628,973,115,1,2026-05-24
3629,20,489,1,2026-05-23
3630,902,334,4,2026-05-09
3631,415,27,1,2026-02-14
3632,454,381,5,2025-09-02
3633,698,184,1,2025-11-13
3634,34,422,1,2025-03-28
3635,153,202,1,2025-12-17
3636,816,3,3,2024-11-25
3637,365,170,1,2025-02-28
3638,340,117,3,2026-01-06
3639,587,408,4,2025-03-13
3640,801,28,5,2026-06-17
3641,778,237,4,2025-03-08
3642,117,443,5,2026-05-01
3643,156,467,4,2024-08-13
3644,663,356,4,2026-05-21
3645,803,490,1,2025-09-18
3646,116,361,5,2024-10-07
3647,454,223,1,2024-09-19
3648,845,254,3,2024-11-25
3649,563,281,4,2026-03-16
3650,140,9,5,2026-01-31
3651,980,157,2,2024-11-14
3652,337,380,3,2026-03-27
3653,894,231,5,2024-10-09
3654,961,468,1,2026-05-31
3655,719,459,2,2025-09-13
3656,699,186,5,2026-02-13
3657,920,256,5,2025-08-08
3658,249,317,2,2024-09-16
3659,297,24,3,2026-06-29
3660,754,392,5,2024-10-10
3661,20,392,4,2024-08-19
3662,728,158,5,2025-06-21
3663,18,482,2,2026-05-13
3664,388,240,4,2025-11-24
3665,711,317,3,2025-04-06
3666,435,21,2,2025-12-28
3667,766,64,5,2024-11-07
3668,460,333,3,2026-07-09
3669,35,339,3,2025-09-19
3670,618,13,4,2026-04-04
3671,123,436,4,2025-12-27
3672,868,288,5,2025-08-19
3673,72,443,3,2025-09-26
3674,673,84,1,2026-07-02
3675,436,60,1,2025-11-03
3676,86,310,3,2025-12-17
3677,707,224,5,2025-11-16
3678,357,236,2,2024-09-28
3679,918,105,3,2025-11-02
3680,591,261,1,2026-04-03
3681,116,95,4,2024-09-24
3682,290,487,3,2025-02-14
3683,249,145,1,2025-04-14
3684,632,124,1,2025-02-22
3685,45,409,3,2024-10-02
3686,166,33,2,2025-10-14
3687,416,106,3,2025-04-24
3688,908,45,3,2025-06-05
3689,863,451,5,2024-11-19
3690,401,421,4,2024-09-11
3691,598,213,4,2025-03-01
3692,600,354,5,2026-04-01
3693,342,327,5,2025-06-26
3694,978,258,5,2026-06-02
3695,976,123,4,2025-05-13
3696,294,459,4,2024-12-01
3697,255,3,3,2025-04-13
3698,230,306,3,2026-06-28
3699,107,58,3,2025-04-12
3700,915,136,3,2026-02-10
3701,409,411,2,2026-05-21
3702,243,425,3,2025-02-07
3703,28,36,2,2025-11-09
3704,800,157,1,2026-01-12
3705,688,328,2,2024-09-09
3706,780,385,4,2025-07-28
3707,126,378,1,2025-09-30
3708,467,500,4,2025-09-19
3709,185,457,5,2025-11-24
3710,299,71,4,2026-05-25
3711,867,17,2,2025-09-16
3712,917,264,5,2026-06-22
3713,759,370,3,2026-01-16
3714,581,245,4,2025-09-29
3715,592,469,2,2025-09-23
3716,339,115,5,2025-01-29
3717,406,274,2,2025-01-11
3718,827,354,4,2025-03-20
3719,371,70,4,2024-09-16
3720,182,204,5,2025-11-09
3721,45,168,4,2024-08-04
3722,467,377,4,2026-04-28
3723,36,250,3,2025-05-23
3724,683,149,2,2025-04-29
3725,12,427,4,2024-07-23
3726,972,385,5,2025-04-30
3727,253,211,5,2024-10-07
3728,470,176,4,2025-12-29
3729,425,60,5,2025-02-05
3730,419,313,1,2026-05-19
3731,977,12,1,2026-02-23
3732,459,381,3,2025-11-30
3733,9,108,3,2025-01-31
3734,526,491,1,2026-06-17
3735,223,3,5,2026-05-20
3736,999,118,4,2024-10-30
3737,353,339,5,2026-05-11
3738,779,382,5,2025-03-13
3739,198,216,2,2024-12-09
3740,638,184,2,2026-02-14
3741,293,8,3,2026-05-06
3742,269,460,5,2024-10-26
3743,28,92,5,2025-11-24
3744,952,249,3,2025-08-02
3745,179,355,3,2026-01-09
3746,435,285,5,2026-07-04
3747,807,33,4,2025-01-18
3748,948,107,5,2025-11-25
3749,232,321,4,2025-07-21
3750,467,222,2,2026-03-22
3751,383,150,2,2026-06-22
3752,222,452,4,2025-12-19
3753,692,16,1,2025-12-04
3754,540,223,4,2025-01-10
3755,739,276,2,2024-08-07
3756,700,402,3,2024-11-21
3757,430,128,1,2025-04-15
3758,478,411,3,2026-01-23
3759,536,59,4,2025-03-24
3760,452,281,2,2025-09-06
3761,327,479,5,2024-08-03
3762,333,77,1,2025-05-23
3763,783,372,5,2025-11-09
3764,733,104,5,2024-09-13
3765,354,60,5,2026-02-16
3766,499,240,3,2024-10-09
3767,315,492,4,2025-03-02
3768,872,279,4,2025-05-06
3769,987,412,2,2024-10-08
3770,421,102,1,2025-07-31
3771,924,344,4,2024-10-17
3772,362,345,1,2025-04-17
3773,194,197,3,2025-06-25
3774,987,306,1,2025-01-12
3775,711,219,5,2024-10-11
3776,581,469,1,2026-05-21
3777,940,347,4,2025-04-17
3778,384,229,2,2024-09-03
3779,843,320,3,2025-03-28
3780,369,280,4,2024-08-24
3781,606,432,2,2025-04-20
3782,313,138,1,2025-06-24
3783,444,418,4,2024-11-13
3784,959,91,4,2025-05-10
3785,40,116,1,2025-10-20
3786,999,90,1,2025-03-27
3787,63,435,3,2024-10-05
3788,783,414,4,2025-11-28
3789,528,310,4,2025-05-08
3790,73,489,2,2026-03-07
3791,547,298,3,2024-07-28
3792,672,314,1,2025-04-01
3793,543,192,1,2025-09-15
3794,453,81,4,2024-09-18
3795,831,304,4,2025-09-09
3796,392,216,2,2026-04-24
3797,528,293,2,2025-04-18
3798,591,261,5,2025-07-02
3799,669,48,3,2025-08-08
3800,903,226,2,2025-05-06
3801,957,146,3,2026-04-11
3802,927,476,2,2025-10-10
3803,973,426,2,2025-02-20
3804,273,492,1,2026-02-19
3805,365,201,5,2025-06-12
3806,167,295,2,2024-09-19
3807,448,60,5,2024-10-28
3808,999,299,3,2026-06-07
3809,120,181,4,2025-09-17
3810,377,307,4,2026-05-17
3811,666,270,1,2024-09-05
3812,560,14,1,2025-10-21
3813,670,238,2,2025-05-10
3814,925,317,3,2025-05-16
3815,176,390,5,2026-03-05
3816,27,422,1,2025-06-01
3817,256,22,4,2026-07-09
3818,806,100,1,2025-05-14
3819,145,413,3,2026-04-27
3820,299,426,4,2025-03-11
3821,356,402,5,2025-07-11
3822,52,56,5,2024-10-22
3823,262,12,3,2025-02-06
3824,628,88,2,2024-11-28
3825,379,208,3,2025-09-07
3826,626,259,3,2024-09-05
3827,591,42,1,2026-07-19
3828,525,179,1,2026-06-04
3829,580,309,5,2025-04-12
3830,253,329,3,2024-11-23
3831,955,452,5,2025-08-28
3832,396,422,4,2025-10-27
3833,533,276,1,2024-12-08
3834,95,115,3,2024-12-11
3835,824,186,1,2026-07-01
3836,542,101,3,2025-08-04
3837,515,438,1,2025-04-23
3838,804,463,2,2024-09-08
3839,922,245,4,2025-10-29
3840,975,388,2,2025-08-31
3841,952,154,4,2026-03-11
3842,310,402,2,2026-01-10
3843,732,6,1,2024-09-16
3844,544,323,1,2024-08-20
3845,227,335,5,2025-11-11
3846,351,387,5,2024-09-15
3847,426,494,3,2026-04-19
3848,559,389,1,2026-02-13
3849,214,319,5,2024-09-06
3850,80,249,2,2025-04-20
3851,239,407,3,2026-03-16
3852,917,30,5,2026-03-28
3853,410,217,1,2026-06-01
3854,586,494,4,2024-09-19
3855,44,237,3,2024-10-18
3856,262,32,4,2026-01-25
3857,321,312,1,2025-01-12
3858,901,243,4,2025-04-15
3859,784,282,1,2024-09-13
3860,898,387,2,2024-10-25
3861,211,467,5,2024-08-12
3862,276,259,2,2025-09-28
3863,381,49,3,2025-01-15
3864,177,315,3,2024-08-21
3865,418,496,1,2024-08-01
3866,756,482,2,2024-11-18
3867,43,431,4,2024-12-22
3868,476,227,5,2025-01-11
3869,610,158,4,2026-03-18
3870,61,165,4,2026-06-25
3871,526,251,5,2026-05-23
3872,158,467,1,2026-04-29
3873,939,244,3,2025-06-16
3874,709,490,4,2025-03-07
3875,700,333,5,2026-04-10
3876,981,471,3,2025-10-29
3877,650,180,5,2025-12-09
3878,592,144,1,2026-05-29
3879,222,315,1,2025-05-14
3880,25,48,2,2025-04-06
3881,286,260,4,2026-03-08
3882,499,432,4,2026-02-20
3883,741,31,1,2025-09-16
3884,827,397,3,2025-12-02
3885,296,176,5,2025-02-27
3886,766,407,5,2024-12-13
3887,943,418,4,2025-02-11
3888,176,285,2,2026-02-08
3889,722,315,4,2025-05-04
3890,822,169,3,2026-01-30
3891,341,486,1,2026-02-06
3892,517,217,5,2026-04-17
3893,367,386,3,2026-01-08
3894,560,276,5,2026-03-07
3895,415,184,5,2025-01-17
3896,989,15,2,2025-03-29
3897,512,452,3,2024-08-17
3898,439,444,1,2025-05-01
3899,301,483,4,2025-05-14
3900,459,277,3,2026-01-21
3901,719,421,4,2026-01-20
3902,922,91,1,2026-05-19
3903,220,279,5,2026-07-13
3904,97,420,5,2024-07-28
3905,704,393,4,2026-03-03
3906,390,327,3,2025-06-18
3907,146,192,1,2024-12-18
3908,362,481,5,2025-09-25
3909,777,140,3,2025-10-25
3910,635,66,4,2024-12-03
3911,732,401,1,2025-04-28
3912,645,433,3,2026-03-01
3913,260,411,3,2025-07-29
3914,50,216,3,2025-02-01
3915,73,404,5,2026-01-03
3916,823,276,2,2024-11-17
3917,342,21,4,2025-11-13
3918,391,70,2,2026-03-30
3919,957,288,4,2024-10-30
3920,792,219,2,2026-04-13
3921,675,369,1,2025-09-08
3922,112,18,1,2026-01-24
3923,446,374,5,2025-06-16
3924,28,365,1,2024-11-08
3925,94,478,1,2026-02-01
3926,291,8,3,2024-09-26
3927,976,388,3,2026-03-02
3928,600,404,5,2025-02-18
3929,562,268,1,2025-12-08
3930,672,316,1,2025-09-25
3931,136,57,1,2025-04-01
3932,115,7,1,2025-08-30
3933,125,252,2,2025-10-05
3934,788,190,4,2026-07-20
3935,902,10,5,2025-01-07
3936,581,97,1,2026-01-13
3937,60,376,1,2024-12-28
3938,165,167,5,2026-07-10
3939,562,454,1,2026-06-28
3940,150,400,2,2025-07-20
3941,413,201,5,2025-08-04
3942,644,455,4,2025-05-28
3943,145,288,2,2026-05-23
3944,644,245,1,2025-11-29
3945,286,454,5,2024-10-26
3946,505,59,3,2024-11-16
3947,261,79,4,2026-01-21
3948,554,290,4,2025-04-06
3949,864,224,2,2026-04-01
3950,915,410,5,2025-12-07
3951,638,229,5,2025-08-16
3952,826,31,4,2024-12-29
3953,148,447,1,2026-03-01
3954,682,355,3,2025-06-09
3955,625,206,3,2025-03-01
3956,798,68,5,2025-06-14
3957,752,66,3,2025-07-01
3958,363,142,3,2024-08-12
3959,967,488,4,2024-09-13
3960,762,221,4,2026-04-17
3961,195,389,5,2024-08-11
3962,459,373,5,2025-05-06
3963,86,214,1,2024-11-12
3964,809,228,5,2025-06-07
3965,543,355,2,2024-08-26
3966,868,102,1,2024-12-19
3967,553,4,2,2024-12-10
3968,341,235,4,2026-05-10
3969,710,169,2,2025-10-28
3970,169,238,5,2026-05-13
3971,641,154,2,2026-05-06
3972,286,226,3,2025-03-04
3973,201,153,2,2025-08-30
3974,867,317,3,2024-09-07
3975,727,149,4,2024-11-03
3976,319,315,1,2025-05-25
3977,681,431,3,2025-11-24
3978,220,158,3,2025-11-18
3979,436,267,1,2026-07-03
3980,651,441,1,2025-12-18
3981,488,196,5,2025-05-29
3982,202,253,5,2025-10-05
3983,396,467,3,2025-01-11
3984,148,306,3,2026-07-16
3985,869,361,3,2026-01-21
3986,688,417,3,2025-10-22
3987,321,352,5,2025-01-31
3988,440,391,1,2025-10-15
3989,629,221,5,2025-11-09
3990,192,469,3,2025-08-19
3991,676,15,3,2026-05-23
3992,177,3,4,2025-08-28
3993,12,342,3,2026-06-01
3994,872,359,3,2026-01-29
3995,20,483,2,2024-11-09
3996,873,197,4,2024-09-05
3997,318,427,4,2026-06-14
3998,51,416,2,2024-12-21
3999,719,197,3,2024-09-26
4000,442,61,1,2025-08-15
4001,532,179,4,2026-04-25
4002,59,159,5,2024-10-06
4003,18,441,4,2025-10-31
4004,609,155,1,2024-08-24
4005,321,238,1,2026-03-11
4006,433,87,1,2025-09-08
4007,629,269,3,2026-02-04
4008,161,482,5,2024-07-28
4009,862,426,5,2025-12-22
4010,518,44,4,2024-12-02
4011,162,300,1,2025-01-13
4012,872,416,3,2026-03-18
4013,854,169,3,2025-08-31
4014,218,185,3,2025-10-10
4015,73,219,4,2024-08-13
4016,747,340,3,2024-09-08
4017,685,444,4,2025-07-12
4018,824,95,4,2025-03-22
4019,348,52,2,2024-12-21
4020,75,137,1,2025-04-07
4021,91,327,2,2025-12-25
4022,387,31,5,2024-11-24
4023,63,418,5,2024-12-19
4024,391,211,4,2026-02-27
4025,6,300,5,2025-01-11
4026,795,340,2,2024-09-25
4027,708,472,2,2024-08-27
4028,575,136,1,2025-02-03
4029,653,337,1,2025-09-15
4030,612,25,4,2025-04-03
4031,534,157,3,2025-04-01
4032,624,157,1,2026-07-21
4033,690,82,5,2024-09-09
4034,314,248,3,2026-06-28
4035,233,121,2,2025-09-02
4036,717,368,4,2025-05-12
4037,392,473,1,2025-01-06
4038,519,452,1,2024-09-16
4039,191,6,2,2025-01-07
4040,168,104,3,2026-05-15
4041,557,23,2,2026-06-10
4042,366,9,2,2024-11-02
4043,995,144,5,2025-04-26
4044,581,451,3,2025-03-31
4045,865,102,4,2026-02-11
4046,256,101,3,2025-01-27
4047,535,209,1,2024-12-04
4048,824,339,5,2024-12-06
4049,172,94,3,2025-02-12
4050,578,421,1,2026-04-05
4051,899,102,2,2024-10-22
4052,283,204,1,2024-12-27
4053,491,66,5,2025-04-15
4054,197,62,1,2025-05-19
4055,107,266,1,2025-11-03
4056,569,212,1,2026-06-23
4057,910,27,4,2025-01-02
4058,338,71,3,2025-12-05
4059,503,404,4,2026-04-25
4060,357,112,3,2024-08-17
4061,899,149,2,2026-01-05
4062,789,418,2,2024-12-21
4063,666,68,4,2025-12-19
4064,680,497,5,2026-05-11
4065,112,430,3,2025-04-19
4066,95,381,5,2024-09-24
4067,268,265,4,2024-12-19
4068,540,45,1,2025-05-07
4069,582,253,2,2025-04-09
4070,934,163,4,2025-05-31
4071,767,500,2,2026-01-26
4072,257,316,3,2024-07-25
4073,493,402,1,2026-07-01
4074,361,94,3,2025-09-11
4075,5,167,2,2025-02-10
4076,454,240,5,2026-01-24
4077,370,2,5,2026-06-10
4078,262,90,4,2025-08-22
4079,372,477,1,2025-03-01
4080,82,230,2,2025-10-03
4081,946,331,2,2024-10-27
4082,681,437,4,2025-08-19
4083,782,131,3,2026-06-20
4084,835,133,3,2025-05-15
4085,376,83,2,2025-11-30
4086,575,400,1,2026-02-04
4087,255,220,3,2025-01-11
4088,855,66,1,2025-04-02
4089,258,119,4,2025-10-14
4090,194,363,4,2025-08-29
4091,862,292,5,2024-09-21
4092,386,239,3,2025-08-29
4093,183,89,2,2025-04-24
4094,903,318,1,2025-03-08
4095,467,317,4,2025-10-06
4096,835,289,2,2025-08-19
4097,939,367,2,2025-06-13
4098,776,345,5,2025-01-20
4099,860,371,5,2025-01-03
4100,173,134,4,2026-07-11
4101,824,467,2,2026-04-27
4102,862,77,4,2026-06-20
4103,120,14,4,2025-11-03
4104,439,72,4,2026-03-22
4105,124,107,1,2026-02-15
4106,657,85,5,2025-08-30
4107,827,104,5,2024-12-16
4108,819,394,2,2025-08-17
4109,254,446,5,2025-02-20
4110,346,218,2,2024-08-24
4111,574,27,3,2026-02-05
4112,127,166,4,2025-07-22
4113,102,459,3,2026-03-02
4114,324,227,1,2025-09-07
4115,403,78,4,2025-09-24
4116,673,238,4,2026-04-18
4117,771,275,4,2026-03-17
4118,193,336,2,2025-10-24
4119,456,376,4,2024-10-03
4120,708,321,2,2024-11-14
4121,487,35,4,2025-12-14
4122,825,146,5,2025-08-07
4123,489,210,2,2026-05-29
4124,559,367,4,2025-06-06
4125,825,338,3,2025-02-27
4126,716,396,1,2026-05-04
4127,386,45,4,2025-10-31
4128,957,249,1,2025-04-21
4129,878,476,4,2026-06-09
4130,182,407,3,2024-12-18
4131,144,461,1,2025-06-25
4132,760,270,5,2025-06-04
4133,322,304,3,2026-04-04
4134,683,214,5,2025-09-02
4135,507,22,4,2025-06-16
4136,552,16,1,2026-02-10
4137,612,400,5,2025-05-12
4138,702,278,3,2024-08-02
4139,734,214,4,2026-02-05
4140,374,458,1,2026-07-11
4141,147,25,4,2026-05-23
4142,306,112,4,2025-06-17
4143,560,236,5,2026-05-06
4144,41,87,1,2025-09-22
4145,570,246,2,2025-10-22
4146,451,462,5,2025-05-27
4147,812,77,4,2025-11-08
4148,394,472,5,2025-08-28
4149,418,233,3,2026-05-29
4150,909,204,1,2026-02-01
4151,786,425,2,2025-10-30
4152,383,376,5,2024-09-15
4153,568,221,1,2024-12-29
4154,588,186,5,2024-08-01
4155,323,370,2,2026-05-04
4156,812,206,2,2026-02-12
4157,306,374,3,2025-06-13
4158,139,53,2,2025-07-11
4159,728,435,5,2025-02-06
4160,384,118,2,2025-11-12
4161,789,223,1,2025-06-11
4162,633,292,3,2024-10-01
4163,954,363,4,2026-05-20
4164,850,98,2,2025-02-27
4165,81,440,1,2025-07-24
4166,711,175,3,2025-06-28
4167,786,254,4,2026-01-17
4168,336,15,5,2025-10-31
4169,829,215,2,2025-04-04
4170,986,131,3,2026-03-24
4171,691,315,4,2024-11-09
4172,232,4,5,2024-12-26
4173,236,443,1,2024-10-18
4174,872,242,1,2026-02-08
4175,457,114,2,2024-10-06
4176,546,331,4,2025-11-24
4177,385,14,3,2025-05-09
4178,47,93,3,2025-07-29
4179,474,171,4,2026-07-22
4180,363,24,4,2025-11-03
4181,542,308,3,2025-05-07
4182,590,339,1,2026-05-13
4183,428,108,1,2025-06-01
4184,749,35,5,2025-02-09
4185,829,281,1,2026-01-17
4186,388,207,5,2025-11-01
4187,552,26,5,2025-12-17
4188,156,209,1,2024-07-30
4189,855,341,3,2025-01-27
4190,995,221,4,2024-12-10
4191,460,71,5,2024-12-20
4192,416,318,2,2026-05-17
4193,164,277,1,2025-11-12
4194,989,117,2,2025-12-19
4195,634,463,4,2024-08-19
4196,457,71,1,2024-11-11
4197,992,360,1,2025-05-19
4198,969,125,2,2025-03-22
4199,681,27,3,2026-05-14
4200,509,26,5,2025-04-25
4201,727,139,1,2025-05-29
4202,313,113,4,2024-12-21
4203,942,171,4,2025-01-08
4204,474,407,5,2025-03-28
4205,753,231,5,2026-02-11
4206,463,324,2,2025-06-11
4207,728,59,5,2026-01-04
4208,951,144,3,2026-04-23
4209,335,266,2,2024-11-25
4210,18,152,4,2024-12-14
4211,978,249,4,2026-04-26
4212,621,387,5,2025-07-23
4213,797,313,2,2024-10-09
4214,382,281,4,2024-08-03
4215,734,358,5,2025-03-18
4216,216,205,5,2026-06-20
4217,63,339,1,2025-02-22
4218,342,358,3,2026-04-23
4219,9,378,2,2025-05-13
4220,442,211,2,2026-03-30
4221,834,313,4,2026-01-16
4222,725,82,2,2026-03-21
4223,297,110,5,2026-07-18
4224,1,415,1,2024-08-17
4225,466,366,3,2026-01-02
4226,361,348,4,2025-05-16
4227,67,364,3,2024-10-07
4228,148,133,2,2025-08-13
4229,955,259,4,2025-01-26
4230,685,291,1,2025-08-14
4231,851,337,4,2024-08-15
4232,477,159,5,2026-01-18
4233,971,199,3,2025-05-05
4234,801,139,3,2026-01-02
4235,11,4,3,2025-05-31
4236,567,47,2,2025-10-26
4237,298,253,2,2025-06-27
4238,101,6,2,2025-05-26
4239,676,53,5,2026-03-11
4240,812,234,5,2025-11-06
4241,581,393,5,2024-08-31
4242,68,142,3,2026-07-20
4243,835,199,5,2025-01-10
4244,940,388,5,2025-11-20
4245,417,361,5,2025-10-06
4246,683,185,3,2026-04-14
4247,863,417,1,2026-06-20
4248,549,283,1,2025-03-20
4249,827,31,1,2025-03-11
4250,851,449,2,2026-04-30
4251,456,281,5,2025-09-11
4252,15,127,5,2025-06-28
4253,302,161,5,2025-01-14
4254,935,38,5,2024-10-20
4255,437,413,3,2024-11-24
4256,950,362,2,2025-04-16
4257,608,69,2,2025-04-23
4258,390,226,1,2026-06-21
4259,48,78,1,2025-12-18
4260,509,303,2,2026-06-03
4261,497,3,4,2025-01-05
4262,839,56,5,2024-08-09
4263,618,361,1,2026-01-24
4264,742,87,1,2026-06-13
4265,241,206,1,2025-04-11
4266,867,294,3,2025-04-30
4267,368,329,3,2026-06-11
4268,825,417,5,2026-01-27
4269,138,258,5,2026-04-10
4270,710,217,1,2025-07-13
4271,581,108,4,2025-11-29
4272,958,83,4,2024-12-13
4273,572,341,2,2025-05-09
4274,703,496,2,2024-09-15
4275,606,205,4,2025-01-09
4276,823,21,2,2025-08-05
4277,715,293,3,2025-08-14
4278,154,339,3,2024-12-29
4279,884,156,1,2024-11-04
4280,693,325,3,2024-12-02
4281,590,275,1,2025-11-22
4282,835,125,3,2025-05-25
4283,88,67,5,2025-12-09
4284,722,497,5,2025-04-03
4285,623,59,3,2025-09-22
4286,112,141,5,2025-05-26
4287,120,173,5,2024-08-07
4288,320,307,4,2025-10-09
4289,724,294,4,2025-03-03
4290,20,128,3,2026-03-04
4291,983,3,1,2025-08-12
4292,963,93,5,2024-10-27
4293,831,499,2,2025-11-28
4294,455,103,1,2025-09-15
4295,644,322,3,2025-10-09
4296,583,469,4,2025-10-08
4297,113,40,4,2026-03-04
4298,977,470,3,2026-06-13
4299,112,370,1,2026-01-31
4300,119,147,4,2025-02-18
4301,969,403,4,2025-04-13
4302,747,470,3,2025-09-27
4303,15,128,1,2026-01-27
4304,920,492,2,2025-03-06
4305,524,328,4,2024-11-02
4306,865,303,2,2025-06-30
4307,547,461,2,2025-01-29
4308,548,83,3,2025-09-18
4309,719,275,3,2025-03-13
4310,597,256,1,2024-11-08
4311,372,269,4,2026-05-27
4312,799,59,1,2024-09-28
4313,282,56,5,2026-05-21
4314,386,218,3,2026-06-13
4315,697,405,5,2025-05-19
4316,62,130,2,2025-10-12
4317,273,102,4,2025-12-14
4318,102,148,1,2025-10-23
4319,63,452,2,2026-06-07
4320,990,268,2,2025-02-17
4321,210,320,4,2026-02-12
4322,220,240,3,2026-07-21
4323,163,452,4,2025-01-11
4324,787,380,4,2025-12-25
4325,843,323,3,2024-10-04
4326,859,38,4,2025-05-28
4327,601,316,1,2025-05-29
4328,455,98,3,2025-12-20
4329,639,191,5,2025-01-17
4330,634,300,4,2025-03-11
4331,609,6,3,2024-11-30
4332,449,59,2,2026-01-19
4333,988,259,2,2025-04-21
4334,574,138,5,2025-12-24
4335,520,239,2,2025-04-06
4336,807,262,5,2024-09-02
4337,655,11,1,2025-02-23
4338,621,286,5,2025-03-13
4339,172,237,1,2024-10-04
4340,943,340,5,2025-08-24
4341,249,205,3,2026-02-14
4342,492,384,4,2024-12-17
4343,162,353,1,2026-04-26
4344,242,128,4,2025-01-30
4345,550,99,2,2026-04-04
4346,35,451,5,2026-06-25
4347,281,395,1,2025-04-10
4348,441,295,3,2025-02-27
4349,429,50,1,2026-05-17
4350,562,271,2,2026-02-23
4351,937,57,4,2025-09-21
4352,781,315,3,2026-01-21
4353,328,410,3,2024-09-17
4354,734,160,4,2025-08-03
4355,958,231,1,2025-11-14
4356,984,388,4,2024-09-19
4357,66,218,2,2024-11-24
4358,863,60,1,2026-05-17
4359,875,37,2,2025-08-11
4360,7,171,2,2026-04-30
4361,450,377,5,2026-01-23
4362,70,38,5,2026-05-15
4363,57,349,3,2025-03-17
4364,645,50,4,2026-03-14
4365,960,150,1,2025-10-12
4366,997,81,2,2025-12-02
4367,968,454,5,2025-05-21
4368,659,192,2,2025-03-26
4369,682,248,2,2026-03-07
4370,900,417,5,2025-12-10
4371,781,82,4,2025-03-25
4372,778,24,1,2024-12-24
4373,275,230,3,2025-05-17
4374,918,438,5,2026-05-22
4375,173,183,4,2025-01-02
4376,760,73,3,2025-02-20
4377,15,98,3,2026-02-08
4378,794,470,4,2026-02-05
4379,525,102,2,2026-05-05
4380,502,223,1,2026-05-30
4381,491,197,1,2024-08-16
4382,328,281,5,2026-01-01
4383,561,237,1,2025-07-08
4384,956,175,3,2025-03-06
4385,519,401,2,2024-10-06
4386,848,110,1,2026-02-26
4387,929,232,4,2026-05-31
4388,326,445,3,2025-05-08
4389,850,25,5,2024-10-11
4390,522,207,1,2026-02-10
4391,217,462,3,2025-06-27
4392,67,262,1,2026-07-04
4393,941,61,3,2025-04-11
4394,628,122,5,2024-11-29
4395,70,408,4,2026-02-28
4396,995,64,2,2025-10-29
4397,33,479,4,2026-07-21
4398,875,65,2,2025-04-30
4399,943,228,3,2026-03-24
4400,910,223,1,2025-10-31
4401,949,47,4,2025-08-11
4402,553,372,4,2025-08-17
4403,897,468,4,2024-10-14
4404,981,341,1,2025-02-04
4405,339,481,2,2026-04-15
4406,276,173,5,2025-07-10
4407,425,262,1,2024-12-08
4408,604,395,5,2026-06-19
4409,218,461,5,2025-04-26
4410,39,371,1,2026-07-23
4411,543,327,1,2025-10-16
4412,719,93,3,2025-05-23
4413,529,107,4,2025-12-08
4414,376,99,3,2025-06-06
4415,666,53,3,2026-02-08
4416,869,56,1,2025-07-14
4417,827,232,2,2026-01-03
4418,658,471,5,2025-01-24
4419,438,329,1,2026-02-23
4420,228,95,2,2025-11-07
4421,242,209,4,2025-12-01
4422,762,27,4,2026-07-11
4423,584,61,5,2026-02-09
4424,414,362,2,2025-12-05
4425,691,63,1,2026-03-17
4426,221,150,3,2026-02-01
4427,303,378,5,2025-02-22
4428,338,79,4,2026-03-06
4429,680,477,1,2026-05-22
4430,966,337,5,2025-09-02
4431,343,69,5,2025-10-05
4432,174,66,4,2026-02-08
4433,49,259,1,2024-11-18
4434,82,252,3,2025-04-01
4435,61,144,1,2025-07-12
4436,614,373,3,2025-07-02
4437,630,126,5,2024-11-03
4438,56,189,2,2025-05-09
4439,250,23,2,2026-03-16
4440,908,120,4,2026-06-10
4441,81,297,5,2026-04-25
4442,746,377,2,2026-04-02
4443,781,72,5,2024-08-10
4444,736,477,3,2025-08-06
4445,847,145,5,2024-09-17
4446,352,112,4,2025-03-22
4447,468,46,4,2025-03-24
4448,336,231,3,2026-06-25
4449,687,39,2,2025-02-12
4450,275,47,2,2025-04-01
4451,830,15,5,2026-07-05
4452,813,231,2,2024-11-21
4453,801,109,4,2026-04-20
4454,141,285,1,2025-09-21
4455,756,118,4,2026-03-07
4456,923,119,1,2026-06-09
